10,20,30,40
0.008499268584526869,0.002997629550025446,0.008268324595984252,0.007607629503152151
0.07112516042911421,0.08963550224409231,0.08685044398888153,0.06584577786914425
0.10987661819217082,0.11156414108023455,0.11501615890355911,0.09293394865290906
0.1245186650250143,0.11802248496252245,0.12715097640627054,0.10553667789125024
0.1318372039879538,0.12779036953991524,0.1523249367468901,0.11320993652226577
0.13858689796476828,0.13427002440581548,0.15582771763744457,0.12494651156899217
0.14251714416077732,0.1450991887882359,0.15687573326724974,0.1297478108384314
0.14752749500856763,0.1532777985364654,0.15911339922050044,0.13794983788561804
0.1493061970795415,0.1557752472484532,0.15982689371394432,0.1496246028113032
0.1543672852062762,0.15629632029559248,0.16063658873213896,0.15142317437331418
0.160306990742994,0.15882978547688592,0.1644535752851719,0.1548203414950461
0.1947917621611593,0.1969708146754548,0.23061736019081266,0.20349795401733095
0.2168409560250919,0.21943122473925208,0.26389888100484843,0.2320703630596858
0.22538257149646024,0.23606383666711728,0.2978129041730843,0.2492791520555153
0.23465559914573308,0.24988295031161742,0.3280735778371805,0.27183926679391374
0.2485062557934214,0.2654457525084336,0.3501688619195561,0.28612841417086865
0.25778758189242856,0.2761383694029682,0.3701352231222911,0.29827829946056994
0.2687981592870433,0.30056630950598295,0.38539062168990795,0.321889601507098
0.2740137932612041,0.31227805217562676,0.3945304632589749,0.34841808498472604
0.27931982781247444,0.32617015479930234,0.40434757862232884,0.36030094281451286
0.2889000279005165,0.3364830227663086,0.40941764007943315,0.3693150863800758
0.292211442978031,0.3488289885793601,0.42362100731443186,0.4177508418510242
0.2967128041845599,,,
0.3024959152327391,,,
