,nfe,improvements
0,100,48
1,200,79
2,300,102
3,400,127
4,500,152
5,600,183
6,700,203
7,800,227
8,900,250
9,1000,272
10,1100,293
11,1200,315
12,1300,339
13,1400,366
14,1500,389
15,1600,412
16,1700,433
17,1800,450
18,1900,474
19,2000,495
20,2100,511
21,2200,532
22,2300,553
23,2400,574
24,2500,600
25,2600,625
26,2700,649
27,2800,666
28,2900,696
29,3000,713
30,3100,733
31,3200,765
32,3300,785
33,3400,806
34,3500,825
35,3600,850
36,3700,871
37,3800,891
38,3900,910
39,4000,929
40,4100,945
41,4200,959
42,4300,978
43,4400,1005
44,4500,1024
45,4600,1042
46,4700,1065
47,4800,1084
48,4900,1105
49,5000,1124
50,5100,1138
51,5200,1153
52,5300,1175
53,5400,1191
54,5500,1214
55,5600,1237
56,5700,1251
57,5800,1267
58,5900,1285
59,6000,1300
60,6100,1316
61,6200,1331
62,6300,1343
63,6400,1365
64,6500,1384
65,6600,1400
66,6700,1420
67,6800,1436
68,6900,1451
69,7000,1461
70,7100,1477
71,7200,1492
72,7300,1507
73,7400,1526
74,7500,1545
75,7600,1564
76,7700,1583
77,7800,1591
78,7900,1605
79,8000,1621
80,8100,1638
81,8200,1653
82,8300,1667
83,8400,1682
84,8500,1698
85,8600,1714
86,8700,1733
87,8800,1752
88,8900,1769
89,9000,1791
90,9100,1806
91,9200,1824
92,9300,1842
93,9400,1856
94,9500,1875
95,9600,1889
96,9700,1909
97,9800,1921
98,9900,1935
99,11470,1951
100,13430,2108
101,15390,2299
102,17350,2621
103,19310,3028
104,21270,3487
105,23230,3919
106,25190,4275
107,27150,4651
108,29110,4967
109,31070,5297
110,33030,5573
111,34990,5875
112,36950,6179
113,38910,6466
114,40870,6760
115,42830,7053
116,44790,7307
117,46750,7593
118,48710,7859
119,50670,8097
120,52630,8338
121,54590,8571
122,56550,8796
123,58510,9023
124,60470,9259
125,62430,9486
126,64390,9726
127,66350,9928
128,68310,10134
129,70270,10339
130,72230,10528
131,74190,10760
132,76150,10981
133,78110,11190
134,80070,11395
135,82030,11600
136,83990,11810
137,85950,12012
138,87910,12201
139,89870,12411
140,91830,12614
141,93790,12801
142,95750,12989
143,97710,13199
144,99670,13382
145,101630,13562
146,103590,13745
147,105550,13906
148,107510,14081
149,109470,14250
150,111430,14432
151,113390,14581
152,115350,14766
153,117310,14935
154,119270,15090
155,121230,15270
156,123190,15444
157,125150,15611
158,127110,15774
159,129070,15919
160,131030,16081
161,132990,16252
162,134950,16404
163,136910,16561
164,138870,16705
165,140830,16837
166,142790,16984
167,144750,17109
168,146710,17266
169,148670,17422
170,150630,17557
171,152590,17689
172,154550,17821
173,156510,17958
174,158470,18101
175,160430,18239
176,162390,18371
177,164350,18518
178,166310,18665
179,168270,18798
180,170230,18921
181,172190,19070
182,174150,19184
183,176110,19305
184,178070,19414
185,180030,19543
186,181990,19647
187,183950,19775
188,185910,19898
189,187870,20012
190,189830,20129
191,191790,20249
192,193750,20384
193,195710,20519
194,197670,20639
195,199630,20760
196,201590,20877
197,203550,21018
198,205510,21130
199,207470,21275
200,209430,21404
201,211390,21520
202,213350,21645
203,215310,21766
204,217270,21872
205,219230,21975
206,221190,22079
207,223150,22195
208,225110,22311
209,227070,22411
210,229030,22517
211,230990,22624
212,232950,22707
213,234910,22789
214,236870,22878
215,238830,22963
216,240790,23041
217,242750,23135
218,244710,23235
219,246670,23329
220,248630,23447
221,250590,23547
